text	label
i didn 't listen to what my mom said about my homework.	0
dad got a letter from my coach. let 's read it he says.	0
i 'll get that for you ! insists he as he reaches in.	0
i took my friend 's chocolate.	0
sure let 's go to ed 's. my parents won 't mind he says.	0
i don 't get it. what does he mean ? he says.	0
i did not wash my hands.	0
look at the mistakes i made ! i 'm so bad at math he says.	0
i 'm not moving. they can go around us he says.	0
i used my papa 's computer tablet without permission.	0
what a bad referee ! he says.	0
he puts his feat against the seat.	0
i tripped over what my friend was making and broke it.	0
the dog knocked it off the table lies he.	0
he gulps his food.	0
i would not eat my lasagna.	0
i didn 't study for a test and got a bad grade.	0
i told my friend 's secret to our whole class.	0
the librarian will put them away he says.	0
he reaches in front of people.	0
i yelled at my younger cousin for riding my scooter.	0
he forgets to give back things he borrows.	0
i heard something mean about you he says.	0
i left my bike out in the rain.	0
i didn 't tell the substitute i was supposed to sit out for recess.	0
why wait for your dad ? we know how to swim he says.	0
he plays with things that aren 't his.	0
i peeked at my neighbor 's paper during a test.	0
this line is taking forever ! he says.	0
why would i reach ? i couldn 't get that ! he says.	0
i didn 't clean my room after i told my mom i would.	0
my parents said i can 't do. they 're so unfair ! he says.	0
i 'm too nervous ! can gale do my part ? he says.	0
i lost something and made a big fuss. turns out it was in my pocket !	0
he doesn 't watch what he 's doing.	0
i hurried through it ! may i go to recess early ? he says.	0
i took money and blamed it on my sister.	0
will you stop pestering me ? i 'm reading ! he says.	0
he snoops.	0
i cut off my sister 's doll 's hair and then said i didn 't.	0
i told my friend my e mail password.	0
he 's not here. bye he says.	0
